text,English,label
maaddees.,'Ocha' tree is used as a support.,negative
Maccaasiya yelanawu maretaa ohettaasu.,The woman was in labor.,negative
biittaawu de'iya miishuwa bessees.,Dying after going to battle shows the love,positive
hayqqiis.,A lot of deaths took place on the military field.,negative
olaa paraa%1. noun%► warhorse%● Olaa paray olan togettees.,A warhorse is a,negative
ollaa ciimmatettaa%1. noun%► depth%● haatta ollaa ciimmatettaa,the depth of,positive
ollattaa%1. noun%► termite%● Ollattay mittaa mees.,Termites feed on wood.,negative
"om''oliis%1. intransitive verb%► produce bud%● Ta puutoy om""oliis.",My cotton,positive
omooddettidaageeti ubbaykka hayqqidosona.,All the hostages had been killed by,negative
buquray olan omooddettiis.,"In olden days, lots of artifacts were plundered in",negative
omoodettidosona.,The passengers were captured by the masked gunmen.,negative
"omoosiyo%1. noun%► milking cow, dairy cow%● Nuuyyoo omoosiya maaxxawusu.",A,positive
soo,his house,positive
"biichchin, keettay oniis.",The house was desolate after the family had gone to,negative
oo''o%1. adjective%► disgusting; repulsive%● oo''o kanaa,a disgusting dog,negative
oodduwa%1. noun%► foot rot%● Dorssee tohuwa ooddoy oyqqiis.,The sheep has foot,negative
oogaa%1. pronoun%► whose%● Ne maxaafay xayiichchin oogaa nabbabay?,Whose book,positive
oogee%1. adjective%► whose (male)%● Hagee booray oogee?,Whose ox is this?,negative
%● A ashuwa oohaasu.,She bought meat on credit.,positive
oohiya%1. noun%► credit%● I ashuwa oohiyan shammiis.,He bought the meat on,positive
ooni%1. pronoun%► who%● Ta maxaafaa hagaappe ooni ekkidee?,Who took my book,positive
eenukku.,The secretary doesn't allow anybody to enter the manager's office.,negative
ooppe%1. pronoun%► from whom%● Miishshaa ooppe ekkadii?,From whom did you take,positive
keettaa baydda urqqan mooraasu.,She spoiled her brand new dress with mud while,negative
ooraxxissiis.,He renewed the trade license.,positive
na'iya oorii?,Whose daughter is that?,negative
asa asaara gattiyagee ooshshiyagaa.,A gossip is a person who likes causing,positive
"ooso gallassaa%1. noun%► workday, working day%● Saynnoy ooso gallassa.",Monday,positive
ooso hiillaa%1. noun%► profession%● tamaarisso ooso hiillaa,teaching,positive
ooso miishshaa%1. noun%► tool%● Madooshay anaaxiyassi ooso miishsha.,A hammer,positive
oosoy tolido%1. adjective%► busy%● oosoy tolido bitaniya,a busy man,negative
oosinne odenna.,A trustworthy person won't tell anybody what you said.,negative
zuppiya bolli doosona.,The company workers are on strike.,negative
huuphe kaalettiyagaa.,A director is somebody who is at the head of an,positive
"wogaappe aadhdhido gishshawu, A eti oosuwan oyqqidosona.",Since he seriously,positive
oosuwan peeshshanaassi,to implement reforms,positive
uyettennabaa.,Muddy water is not drinkable.,negative
orccuwa%1. noun%► dregs; residue%● A tukkiya orccuwa jabanaappe shokkaasu.,She,positive
orddissiis.,He fattened an ox for slaughtering.,negative
qoommoppa.,I have a cold; don't hug me.,negative
eeshshaa ixxaasu.,Bazite hated his conceited manner.,negative
kunddettaa kaalettees.,Pride brings about failure.,negative
maas.,I had pancakes with milk for breakfast.,negative
mittaa koyees.,Lighting a fire requires dry wood.,negative
paabirkkaa%1. noun%► factory%● Toophphee cora paabirkaa koyees.,Ethiopia needs,positive
Qeeri na'aa erettaa paahaasu.,She made the baby drink the gruel.,negative
1900M. layttaana.,The first flight was in America in the early 1900's.,positive
paanoosiya%1. noun%► lamp%● Paanoosiya oytta; sa'ay xumiichchiis.,Switch on,positive
h.h.m.,"a parasitic tick, worm, etc.",negative
qohiya paarasaytte.,Ascariasis is the parasite that usually attacks small,negative
dottoree yootiis.,The doctor told me to support my sprained leg by wearing a,negative
"horoophphillee uttiyosaa beeroy tana paaspporttiya be""anawu oychchiis.",When I,positive
incomplete%● Kifiliyan tamaare naatu qooday pacciis.,The number of students in,positive
koyaas.,I wanted to tackle the problem.,negative
suyqiyappe ekettanawu bessees.,"If something is bought for the office, an",negative
biittaa dichchidee aggidee giyogee palamissiya yoho.,It is debatable whether,negative
gadiya araddissees.,Excrement from pack animals is good fertilizer for the,positive
pannisiis.,He did work forcibly.,negative
para maraa%1. noun%► foal; pony%● Para mari wotara paraappe yelaga.,A foal is,positive
"ooso keettaa gadaaway paramana xayikko, allaalle kessenna.",This letter is,positive
tamaarana bessoosona.,"When foreigners come to our country, they should learn",positive
Boynaa hayttay parggaggiis.,The cassava leaf got bigger.,positive
"elected, make or change the law of a country%● I parallaaman doorettiis.",He,positive
digs plant shoots%● Parshshollee eceriyappe guuttaa darees.,A shoots digging,positive
paxiyo%1. adjective%► curable%● Shekkeeree paxiyo hargge.,Malaria is a curable,negative
peenuwa%1. noun%► smell%● xinqqiya peenuwa woykko sawiya peenuwa,bad smell or,negative
maray ba aayeessi xanttaa pelliis.,The lamb suckled its mother.,positive
Fleming giyo eranchchan demmettiis.,Penicillin was discovered by Alexander,positive
penttiis%1. intransitive verb%► be boiled%● Ta son shayee penttiis.,The tea,positive
giigisissanawu bessees; perzzattiis.,You should have your tooth fixed; it is,negative
"phachchaa%1. noun%► hay, dry grass%● Phachchaappe miizzawu yegga.",Give the dry,negative
growth%● Phedhdhay puutiya qohees.,Weeds damage seedlings.,negative
opposed%● Pheexigazziyogee iita eeshsha.,It is a terrible behavior to be,negative
danddayettees.,We can use the dry stem of the 'enset' plant for making string.,negative
philqqaadiya%1. noun%► vial%● Philqqaade kumetta marzziya uyidi hayqqiis.,He,positive
philxxuwa oykkidi hemettees.,Old men often walk holding a javelin.,negative
pholqqu giis%1. intransitive verb%► flash%● Wolqqanttay pholqqu gees.,The,positive
phoolettaa,a gleam in someone's eye,positive
qoxettees.,It takes twenty-one days for eggs to hatch.,negative
picaataa%1. noun%► mashed cassava%● Masqqalaayyoo nuuni picaataa meettees.,For,positive
picciis%1. intransitive verb%► overcook (for cheese)%● Pilay picciis.,The,positive
pidda%1. adjective%► flat; outstretched; straight%● pidda sayniya,a flat plate,negative
animal by squeezing the throat%● I ba baarigaarawu piillanttiya oykkiis.,He,positive
siiriya piizzoppa.,Don't blow your nose at the dinner table.,positive
pilaa%1. noun%► cheese%● Pilay maattaappe kiyees,Cheese is made from milk.,negative
pilmiya%1. noun%► film%● televizhiiniyan be'ettida filmiya,the film shown on,positive
qaalatuura/doonatuura gayttiiyo gaytotaa pilggiya saynise.,Philology is the,positive
pincciis%1. transitive verb%► splinter; chop%● I eettiyo mittaa pincciis.,He,positive
let out pus%● A ba tohuwappe muujaliya piqqada kessaasu.,She pierced the flesh,positive
piriixiis%1. intransitive verb%► gallop%● Paray dembban piriixiis.,The horse,positive
kattay pisissees.,"If you don't use fertilizer, crops grow spindly.",positive
halaqawu shiishshiis.,He reported what he did to the boss.,negative
doomettees.,A sentence begins with a capital letter.,negative
bonqquwa ba kushiya biradhdhiyan pixiraasu.,The woman poked the embers of the,negative
pociis%1. intransitive verb%► bubble%● Badalay pocees.,The boiling grain,positive
precook%● A badalaa pocissaasu.,She parboiled the maize.,negative
Xaaramusiya pogada ushshaa tiga.,Open the bottle and pour the drink.,positive
"adussasaa hemettikko, sharqqee pogolana danddayees.",When fat men walk a long,negative
miyogee pokkees.,Eating on the road is shameful.,negative
"oosuwa sohuwara polana xayikko, tanaara giyaa baana danddayakka.",You cannot go,negative
"Tamaaree, ""taani mooraas; sa'aa poo'issaas,"" asttamaariyassi yaagiis.",''I am,positive
poo'issuutee? Taani nabbabana koyays.,"Would you switch on the light, please? I",negative
pooga%1. adjective%► cunning%● pooga worddanchchaa,a cunning liar,positive
bambbariya,burning or hot chili,negative
poogiyo gishshawu metootennan maanawu danddayokko.,The sauce is so hot that we,positive
pooqiya%1. noun%► story; floor; tower; stair%● Baabiloone pooqiya,the tower of,positive
poosipoosoppa!,Sit still and stop fidgeting!,negative
machcho ekkibeenna.,"After his wife died, the widower did not remarry.",positive
pooxaa%1. noun%► towel%● Bantta kushiya pooxan quccidosona.,They wiped their,negative
qanxxiis.,The boy cut his finger when he was sharpening his pencil.,negative
hemettidoogaappe denddidaagan toho biradhdhee tawu poqettaa doommiis.,A chafe,positive
kessaagaasu. Ayssakko erikke.,She only half cooked the sweet potatoes. I am,negative
xayssaychchadasa.,You have lost the key for the mailbag.,negative
cows that gore)%● I qayciya miizziyo poxooriis,He tied the goring cow by,positive
ppe%1. postposition%► from%● I taappe maxaafaa ekkiis.,He took the book from,positive
priijiya%1. noun%► refrigerator; fridge%● Friijee qumaa irxxissees.,A fridge,positive
priixanawu danddayiya mehe.,Horses are large animals that can run fast for,positive
kochchaa maxaafaa xaafanchchay profeesere.,The man who wrote the dictionary,positive
oosettiis.,The main worship program is done on Sundays.,positive
demmida.,"When we ascended the mountain, we encountered colder weather.",negative
duge gawus.,She is busy tidying her house.,negative
daro meto.,It is difficult to cross a busy street.,negative
pugee baynna asa gidiyogaappe denddidaagan A ay asinne bonchchenna.,No one,negative
puggiis%1. transitive verb%► blow up%● I pugiya puggiis.,He blew up the,negative
pulaaliya%1. noun%► flute%● Henttanchchay ba pulaaliya punniis.,The shepherd,positive
"bigger, grow a little%● Maray aaca maataa miidi purggiis.",The calf grew after,positive
puriis%1. intransitive verb%► bear seed%● Mittay cora ayfiya puriis.,The tree,positive
pushakuwa%1. noun%► splash; scooping%● haattaa pushakuwa,splashing up water,positive
qori bayzzidi kuttuwa shammiis.,"Picking up the gleanings from the farmland,",positive
gakkanaakkonne giidi pushiis.,"Afraid that he'd be accused with the others, he",negative
keettaaway puttu giis.,"Before the maid stole his property, the owner luckily",positive
aawaa ishaa.,The gray-haired man is my uncle.,positive
plant bulbs as a way of cleaning them%● Shukkaariya puushada piitaasu.,She,positive
puuttuwa%1. noun%► cotton%● Daro qommo maayoy puuttuwappe oosettees.,Many,positive
kashshaasu.,She fumigated the cotton blanket with an aromatic herb known as,positive
puyxatiis%1. intransitive verb%► be sharp%● Mittay massin puyxatees.,The wood,positive
puyxayiis%1. transitive verb%► sharpen%● Irssaasiya xeeraa puyxayiis.,He,positive
qaaca%1. adjective%► piebald; pinto%● Qaacay paraa meraa.,Pinto is a horse,negative
hayqqees.,An unlucky person dies young.,negative
"qaada%1. adverb%► lucky%● Ta nenaara hagan gayttidoogee lo""o qaada.",I am lucky,positive
kaamiya daafan hayqqiis.,What bad luck! He died in a car accident.,negative
qohetta asa,the unlucky victim of the battle,negative
shaakkiyo wode qofaa qonccettaa xubbiyabaa diggees.,Good diction avoids,positive
shammanaw qaalaa geliis.,Father promised to buy his children new clothes.,negative
qaalaa kochchaappe xeellu.,"If you don't know the meaning of the word, please",negative
qaalaa naaga.,See you tomorrow morning; be punctual.,positive
qaaphiis%1. transitive verb%► tuck%● I mashshaa qarxxan qaaphiis.,He tucked,positive
ba morkkiya olan qaarattiis.,The warrior removed the penis of his enemy in,negative
qacaasu.,She wore a headscarf.,negative
qaciniya%1. noun%► giraffe%● Qaciniyassi keehi adussa qooree de'ees.,Giraffes,positive
bukeesoy qacinniis.,"By adding more water, the dough has been diluted.",negative
qalahiya%1. noun%► cartridge; casing%● xiitiya qalahiya,cartridge of a bullet,negative
gattii go'ettoosona.,The local people use a combination of oats and milk to,negative
qammi%1. adverb%► dusk; evening%● Kanay qammi bocciiddi aqiis.,The dog was,negative
ichchawu qantta yelaasu.,That woman has given birth fifteen times.,positive
"qaphiis%1. transitive verb%► capture, hold with tongs%● Tamay qaphettiis.",The,positive
qaphiya%1. noun%► tongs; pincers; pliers%● I tamaa qaphiyan oykkiis.,He held,positive
uray dooyiiddi deennan aggenna.,The door creaked. I think somebody is opening,negative
qaraariis.,He cut the leaf of the false banana.,negative
qarariisawa%1. adjective%► wise; smart; clever%● qarariisaawa maccaasiyo,a,positive
qarattees.,The knife is sharp.,positive
mittiis.,He gulped the milk.,negative
qarccochcha%1. adjective%► kinky; curly%● qarccochchca huuphe,kinky hair,positive
sadness%● I qaretissiya na'a.,He is a pathetic boy.,negative
qol''wa shaakkanawu qarxxaa essida.,We set up a woven partition of bamboo in,negative
looxiya wuuqqido miishshaara oyqqidi qashissidosona.,Having found the,positive
xaacee oyqqidi qasho keettaa efiis.,The policeman arrested some of the,negative
layttawu qasho keettaa yedettiis.,The criminal was sent to prison for five,negative
issi uraa oyqqidi qasho keettaa efiyogaa.,Arrest is the seizing and taking of,negative
qaxaroy de'ees.,I have an appointment with somebody at the Bekele Molla Hotel,negative
doommees.,The wound of circumcision begins healing within a week.,positive
qayciis%1. transitive verb%► gore%● Ta booray qaycenna; aada.,My ox does not,negative
"qayciya%1. adjective%► goring, a cow, ox, bull, that gores%● qayciya booraa",a,positive
eetto mittadan go'ettanawu danddayettees.,Sticks can be used to punish,negative
"denddidaagan, kattay qayye kiyiis.","Due to a lack of fuel, the food was not",negative
qeeraa%1. noun%► small thing%● Woggaata aggaagada qeeraata eha.,Leave the,negative
qeeri do'ay dukkidoogee qashuwan dees.,His arm is in a sling because of the,negative
(refers to babies)%● Qeeri na'ay xammidoogaa qelxxummiis.,The baby,positive
odiyo oduwan coo qem''elattees.,"Although he knew little about automobiles, he",negative
